,ItemId,GoodSliderMean,GoodSliderDev,Connective.x,PairType.x,ResponseInitial.x,Phrase.x
1286,c9434449d181eb4797a26f9586ea4d85,0.665,0.2137931243,but,QR,false,"But just because I find it offensive does not give me the right to censer these peoples actions, in the end I just have to get over it."
1026,a06dbee75c8ddaa97a4131ac9950a3af,0.72,0.3142451272,first,QR,false,"First of all, gay marriage EXISTS TODAY."
1239,c1c378629f65efbdfa71a9fafa34d583,0.7238,0.2157364132,no_connective,QR,false,"In Boston, gay or lesbian couples made up 491 of the 2,365 couples who have applied for licenses since May 17, or 21 percent of the total."
692,7069f366d16bde393a274419e27ecc84,0.7201666667,0.2404133246,but,QR,true,"But you are not denying those because of the religion, but because it is harmful to others and more importantly, potentially to you."
489,4f4a02f8892aaa894789253d1da069e5,0.7301666667,0.2316664988,if,QR,false,"If so, there should be no marriage, no monogamous long-term partnerships, and more violent competition."
1530,f2143fbce585c19d3acb87f16161386f,0.68725,0.3467577204,so,QR,false,So if you're really concerned about child welfare stop wasting your time with gay marriage and do something about the appaling divorce rate.
786,7d52ace820a7c58dd1e231a373931387,0.7116,0.1274727422,i agree that,QR,true,"I agree that the gay people in the world should have rights to do what ever they want, but I dont feel they have a right to promote there lifestyle and try to get others to join them."
1240,c1ccffdb613e7a0e6275f009af087dd9,0.7165,0.2199197581,if,QR,true,If it hasn't happen yet gay marriage isn't going to change a thing with children except give those children protections.
359,39285b8c5cfa17e4dac9dbe84b720f87,0.7152,0.2448381098,if,QR,true,"If you review the history of marriage in the days befoer chirst, this is how is was, their was common law marriage and then churches, sanctified the marriage with a blessing."
1116,ae8d313cd360c319a76cc17d55343da8,0.7266,0.0991276954,but,QR,false,but nobody is denying gays any rights.
1479,eb583a6970afd2029a2c02b4508f5fd0,0.7161666667,0.2010795033,no_connective,QR,false,"Our legislative body never defined ""privileges and immunities"", so the court took it upon themselves to figure it out for themselves."
259,29d93c67d3bf1de3eb28a4fd94e62722,0.742,0.1758086081,if,QR,false,"If you have a problem with it being two women, that is what it should be, YOUR PROBLEM."
1230,c0e04722a0916c365c27984ff476fec9,0.6681666667,0.267932392,first,QR,true,"First of all, you are trying to impose your moral values on the rest of society."
719,73fa5fabc8ef43ef55274c52e235f345,0.64425,0.2074003777,but,QR,true,"BUT how is it not.....I have a committed realtionship, and after 4 years ( longer than most heterosexual relationships) don't we deserve the same rights as you , even if.....you don't believe it is moral."
967,98e07633dd88a9441ccf13e2f81c212c,0.7214,0.2078901152,but,QR,false,"But since he is a conservative Christian, his right to free speech and academic freeedom can be flushed down to the toilet."
515,5291e450b0d14e1fa8a9550fd990c2be,0.6746666667,0.292888147,first,P1_P2,false,"First, marriage has never had a solid definition."
1462,e9b1e9a0de2829d18836be415eb68e9e,0.713,0.2501199712,if,QR,true,"If two mentally handicapped people or two people with mental health problems can find happiness and want to be married, why would anyone want to deny them that?"
1467,ea1e3f6e16fdcbdb97eb605bf723a6c6,0.71075,0.0981915645,if,QR,true,"If you live in a state that has voted to ban it, wouldn't you probably move somewhere else that allowed it?"
1200,bb6414ca7bc2c3e324cecfcb2c833c96,0.7126,0.203600835,if,QR,false,"If you are referring to the phenomenon of 'people being attracted to members of their own gender"" then sure, people like that exist--apparently you fall into that description."
1283,c92600df00c7820dd1e7b9ef6034b83f,0.665,0.3590083564,if,QR,false,"If so, I really hate to break the news to you but many Christian churches already support and even conduct gay weddings."
1445,e764db679450c0326430654410d95afb,0.7112857143,0.2377384517,no_connective,QR,false,That I have to subordinate my life because of their religious beliefs?
683,6e3931bddd9184e7423794787d2d97e4,0.7111666667,0.2538294047,if,QR,true,"If there are only ""slight benefits"" to marriage, then you must believe that all of this hassle over gay marriage is ""much ado about nothing"" then, correct?"
278,2c69d31d02bc23f48c65fd10a3f2145a,0.7107142857,0.2643121351,no_connective,QR,false,"the ""establishment of religion"", churches are getting a pretty ""bum rap"" to be restricted in even being able to have any influence whatsoever."
309,3100ee43d2ee46be488e32808a9140f4,0.7106666667,0.2051678987,so,QR,false,"So should we be accepting ""behaviour"" that some see as immoral, others see as harmful to society?"
459,49c729ec7baa21399f62019a9fe085a7,0.6986,0.2900220681,so,QR,false,"So if you feel this way about gays, you must also feel the same about muslims, jews, hindus...etc."
162,1bf7b9275fe238dd75a8000b8850b1db,0.7102,0.2329575069,if,QR,true,"if two or three homosexuals want to be married to each other let them ,i feel its their buisness"
532,55ca2b85c9a32a07e76cec06e119aa71,0.8213333333,0.0769224718,so,QR,true,"So, wanting not to be denied marriage based your sexual orientation is not wrong, is what you are saying =D Bigotry at its best."
1247,c28bea9f8acfe722e5df47553454959a,0.7092857143,0.2506828769,if,QR,true,If God was silently approving I doubt He would have have the the case of Lot and his daughters in the Bible.
291,2df8b175cb584fa0816189e6e7531255,0.6838,0.2518882689,so,QR,true,So do you think that if it was proven that harm comes from heterosexual marriages (often enough) that they should be banned?
334,354123b9d60f12cec8ab87681df2d1a9,0.7081666667,0.2272244852,no_connective,QR,true,"Massachusetts is a state, and therefore isn't a large enough place to accurately get an idea of what effect it will have on the society and culture of an entire nation."
1053,a4f3cf546db2ed4120947f7808e62769,0.7075,0.0994620531,if,QR,true,"If they don't get the benefits and services they need through marriage, through being able to support one another, they will have to use some other type of government support."
512,52363390d3d4b632bcd1df28d9393d80,0.7174,0.1260011905,no_connective,QR,false,You're only going to do more damage by DELIGITIMIZING same sex couples.
1549,f549773444896355df9bf9358c0ccd1a,0.6986,0.1815442095,if,QR,true,"If homosexual couples are a new ""dependent class"", then every heterosexual couple in the country is part of a dependent class."
832,839195809b47234ecdbc1f81843dcffb,0.7068571429,0.1648053686,no_connective,P1_P2,true,The word marriage already applies to same sex couples.
525,551f381b1e8b7b62d5ae2552aa285f11,0.7636,0.1752121571,no_connective,QR,false,"I'm not going to make the case of heterosexuals or homosexuals being more promiscuous, I honestly don't know, I don't care, it doesn't really matter."
266,2ac69c93e4b56d9f0fae0cd67523f4df,0.58575,0.3674482957,if,P1_P2,false,"If God really wanted to correct the way things are right now, wouldn't he just go ahead and do it?"
220,2437d7640c782bbbf316207dffc7201b,0.7045,0.3017679572,no_connective,P1_P2,true,"[QUIOTE=Kronus]You have no idea what God's word is, no one does."
1413,e173afacb090408570c168c2eaad0e63,0.7044,0.1102918855,so,QR,false,So yeah it looks to me like left wing is against deficits and right wing is for deficits.
82,0ed946114b6adb65f6977aa37dd781bd,0.657,0.1556422179,no_connective,QR,false,"The terminology is not the issue; we both know what we're talking about, and putting one's religious beliefs into law, forcing them upon others, just isn't right."
151,19e93a14ed2427519348b2958bf0823e,0.661,0.2657555268,but,QR,false,"But there is a crucial flaw in all ex-gay representations, and unwittingly Spitzer exposes it in his final comment."
12,022a7c854c75bbd387587205b56f4757,0.7026666667,0.1890604841,no_connective,QR,false,"Religion is about rulership by, and obligations to, a God and a religious institution."
939,9439839dbd56ea8f41405c1397cffaca,0.7021666667,0.1378947666,but,QR,false,But isn't attraction to women supposed to follow on automatically?
115,149cdaba409df07cb0730d2dcc5275df,0.7108333333,0.1090695497,no_connective,P1_P2,false,"You are saying that instead of holding religious people who are stealers liable for what they've done, we should infringe on the rights of other people?"
1574,f8380d1ad05936f53510f78b6f9b0e01,0.7015714286,0.1979889367,but,P1_P2,false,"But the National Party's leader in the Senate, Ron Boswell, says the Democrats have ensured gay marriage will be an election issue."
407,42acf92f5d7e139fae4307d1a446bff6,0.701,0.2803022179,but,QR,true,But the law in VA says that gays can't get married.
915,918e4addcde71d5b1dd6b50c4faa3b62,0.576,0.3381094497,so,QR,false,So there is no law that gives the right to marry based upon love.
1278,c8cbd44a3f6ba9bf75e2fda05d7035c4,0.7002857143,0.1565393606,if,QR,true,If you tried to marry your sister you would just be told no too......
380,3cfb57e64d9641db22ef64be2dbc51aa,0.817,0.2044944987,so,QR,true,"So we agree..... What I want to know is why the vocal homosexual 'lobby' insists on the term ""marriage?"""
219,242de997ae16a26cd5ac2174ee173a89,0.6982857143,0.3001375875,so,QR,true,"So we should allow bestiality, polygamy, bigamy, incest, sex with minors, teacher/student, sodism, and all other forms of sex?"
348,380c6311b4a143ae301be650454985fd,0.7592,0.1400042856,but,QR,true,"But if those in monogomous relationships also have the opportunity to ""bestow their marriage benefits"" to more than one partner, where is the inequity?"
463,4a9ce1b646b3acedfdc28884958a0330,0.698,0.1913739794,if,P1_P2,false,"If the government said, ""You voted for a democrat, so you don't deserve equal rights,"" I would be in defense of democrats, even though I am generally a republican."
1333,d1be4db82a4158456d0cf08daab74cee,0.703,0.1074188065,i agree that,QR,true,I agree that the Constitution shouldn't be used as a tool to manipulate laws in ways that they were never intended.
1312,ce1c2335e02069764d1aa8f6a0f7f9de,0.697,0.1430011655,so,QR,true,"So what makes it a threat to marriage in your view, if you believe it is a threat to marriage?"
347,380bffc84a25ec97d0265b50deb8c8bf,0.6618,0.2058341565,first,P1_P2,false,"First, the Nazis killed homosexuals, because they thought they were, to use your word, ""vermin."""
810,8179b015ffbb175159be1130a70c112a,0.6746,0.323543351,first,QR,false,"First, I don't consider having a marriage recognized by government to be a ""right""."
523,54cf970530a32701e68f981e078ca419,0.6086666667,0.2474557199,so,QR,true,So if I understand you correctly the majority of men in marriages to women now are actually gay.
1295,caf84afe3ded6d78de92d506caeafc0b,0.6961428571,0.1102065161,but,QR,true,"But then again,... Marriage is not an absolute right either."
1036,a29648665c08431909f043194be0ecb7,0.817,0.1434398829,if,P1_P2,false,"If two people care enough for each other to want to live their lives together, who are we to deny them that right?"
947,95b820e46a62ad22ab561157835ce460,0.6235,0.2418381001,no_connective,P1_P2,true,"To be honest, I think most Democratic pols just wish the earth would open up and swallow every last gay person."
504,51892eb6699f951b5137b30a24482f12,0.6945,0.093286119,so,P1_P2,false,"So if we keep teaching everyone that it's fine, then sure, we'll have more homosexuals."
1400,df3c5c30a7e09524256ac8bd09b2ac9f,0.6952857143,0.2932221651,so,P1_P2,false,So these numbers don't show instability or unhealthy lifestyles among gay men and lesbians.
1133,b0a14fbe9b304562ab2687cb8d5dc77c,0.7042,0.2346341834,but,QR,true,"But, the facts don't support your assertion that homosexual sex is as safe as heterosexual sex."
1046,a39bef03107d841ab3656fdd33240341,0.6945714286,0.1415201483,so,QR,true,"So then we should allow prostitution, polygamy, human trafficking, drug trafficking, gambling, drug distribution, and all other consensual acts."
1425,e44d7b2e9cb14489e98f15167344f976,0.748,0.3812656554,first,QR,true,"First, marriage is not a Universal Human Right."
1470,eab4008a2f6cfd1a4769231b41de71a3,0.537,0.3004252542,but,QR,true,But Homosexuality has been around in the Polynesian culture for a very long time and has been thought to be completly natural.
1258,c55873e17b9be6d0e9a4582ca7881098,0.6934285714,0.2650433028,if,P1_P2,false,"If everyone went after the opposite sex and never had sex with the same sex, and it was socially unacceptable to be gay, there would be no problem."
475,4d7c92c1eedf6513af707df3459bfaa2,0.6858333333,0.2503033493,no_connective,QR,true,"It certainly is far from clear that states aren't obliged to recognise gay marriage, if they are willing to recognise straight marriage."
1514,f00c9a425f8608c10c9cc71cb4465b2e,0.6916666667,0.2227246432,if,QR,false,"If a child gets that hormone, they develop an external sex organ or penis, if not then they develop an internal sex organ or a clitoris."
196,208d8c7d4f21b2be340fe1f788345f4e,0.691,0.1835737817,but,QR,true,"Yes, but this is why I brought up the bible, because that would be an alternate reason that would not be caused by homosexual brains that could occur in cultures supportive of homosexuality."
568,5ac88c42cab481ea9250fa31a5d886b9,0.5816666667,0.410193044,but,QR,true,But it is veiwed as natural
1023,a00dbad52651745f0ece60c5b6d16cb3,0.6846666667,0.124710331,but,QR,false,"But if I fancied boys instead of girls, I cannot imagine my lifestyle being any different."
100,125a18e3f33cc697dde3238a0e029ae4,0.6544,0.3803318288,first,QR,true,"First of all let me say that I'm all for gay marriage, as I've already said in this thread and others."
885,8d0f92a7e470a29f1975f0f1767690bd,0.6882857143,0.264894768,so,QR,false,"So get off whether it's a disorder or not, I'm not debating that here, I'm asking what you guys think: That if it could be proven that homosexuality is a mental disorder that homosexual marriage shouldn't be allowed."
867,8979e4d2dfab315c6e579651348e1910,0.5165,0.2269812768,if,P1_P2,false,"if one is homosexual and excepts jesus, the bible does say one is welcome to heaven."
784,7d267dac01bbe1bd4b7c9fc316f04e1c,0.6872,0.1171225854,i agree that,QR,true,I agree that the bible does not say it is wrong to BE gay.
442,4764faec1f632c7987e54515d42edbd7,0.6871428571,0.363610794,no_connective,P1_P2,true,"It goes against my beliefs too, but it's not hurting anybody."
1117,ae9a25d1fa1c6af1571c1d9849abb32f,0.693,0.1729653144,but,QR,false,"But we know for certain homosexuality isnt from birth, as that would mean people are also born pedophiles, born alcoholics, born narcotics, et cetera."
580,5cff79c9b52b558f001fb8f7b45a63da,0.7006666667,0.2476430226,no_connective,QR,true,The law states that you and I both must marry a female in order to be legally married.
1546,f5135cb2bc874366e65cf320ea705e20,0.686,0.2836300407,so,QR,true,"So let me make sure I have it right, in order to be a family-man/Catholic, I must be anti-abortion and against the rights of homosexuals."
894,8e54edced0aa1f800f1e125dbaf661da,0.6445,0.2910097936,if,QR,true,"If you loved a person of a different race but were prevented from marrying by law, would you think that denied your right to the ""pursuit of happiness""?"
602,5f8ddefd493ec6409baade45ea165b01,0.67725,0.3676550693,but,P1_P2,false,But we can and must regulate behaviour.Therefore it should only be people who actively listen to her records who will be arrested.
497,5059ac681def4b94c21afb3e292145c1,0.7256666667,0.0559851171,so,QR,false,"So how can allowing gays to marry discredit this so called ""traditional marriage"" any worse than what hetero's already have?"
390,3fa38dabeec307b96f56a3f9f2a7b9ba,0.673,0.2121685651,so,QR,true,"So you are saying that despite the majority of the public opposing gay marriage, opposing it may be the wrong direction?"
702,7171bc957e65d67ce779d49f9105a683,0.5694,0.3729789538,if,P1_P2,false,"If you chose the ""union of any two individuals"" religion, so be it."
1127,afeeb14151cd3baa3c26c3315eddc9d8,0.6198,0.2114797863,if,QR,true,"If you've ever been married, somehow I think you misunderstood the intention of the framers of the Constitution... when they said happiness, they certainly couldn't have included marriage in that."
1011,9e214935ac85426da01adc41c23451d7,0.6833333333,0.1962393097,no_connective,P1_P2,false,"It is understandable why this would make you think that gay people care about nothing but their sexuality, but in truth their sexuality extends only as far as a heterosexual's in most cases."
679,6c9d3e578fb58ccce296df9e716956ab,0.6995,0.3038425579,if,QR,true,"If the jury is out on this one, yet you believe it is not out for opposite-sex couples, then I am led to believe that you think somehow marriage keeps opposite-sex couples together in a way that applies to negligable amounts of same-sex couples."
1596,fb8598d98d597e77f6b9eb36bf5d7547,0.761,0.0319687347,so,P1_P2,false,"So really the only problem is that it can produce disabled childrenif continued, one off incest isn't really at all damaging (unless one of the original parents of the incesting couple has one of these genetic disorders)."
36,0627e7aaa7b8fbccb092a8057bb222e8,0.6965,0.1058560343,if,QR,true,"If you truly took the time to unferstand the issues, and the laws applicable to married couples, you would realize that many things would be expensive, such as the changing of paperwork, to print civil unions."
445,47bd6d2362977fb671c198d63f40064a,0.80575,0.1269524189,no_connective,QR,true,"species % homosexual % bisexual % heterosexual silver gulls (females) 10 11 79 black headed gulls (both sexes) 22 15 63 Japanese macaques (both sexes) 9 56 35 bonobo chimpanzees (both sexes) 0 100 0 galahs (both sexes) 44 11 44 source: Bruce Bahemihl, Ph.D., Biological Exhuberance: Animal Homosexuality and Natural Diversity, St. Martin's Press, 2000, page 35 All of this is just trivia, anyway, because animals rarely organize socially according to their sexuality the way, say, modern American settlers do."
1268,c7275071fc3b73c4462b372c7bda5649,0.6801666667,0.2014620725,first,P1_P2,false,"First: the vote was 57% for the ban on adoption, and 43% against, so in no way is it an overwhelming majority of the population that is against homosexuals adopting."
776,7bcc7990b3555d08359434a7bc8e6e67,0.6246666667,0.2921264566,no_connective,P1_P2,false,These are the reasons why homosexuality destroys civilizations.
712,72af47e604d0fd44f73ad89776993856,0.9075,0.1039446968,but,P1_P2,false,"Yes, but protonents of polygamy can make the same argument that homosexuals have been making, which it is a violation of their eaqual rights."
1030,a0df805bf69dd53cfbe64073ed18110d,0.6452,0.3037428188,if,QR,true,"If the employer owns the company, he can hire who he chooses for any reason."
749,77e7d3bc6bd4ae1823fdf9a16f5b5932,0.669,0.2319849133,if,QR,true,If we truly inseparable from our genetic make-up then explain how a homosexual gene is genetically transferred from two heterosexual parents.
186,1f8b1a5ea4bb2b38479af117b367c0b6,0.6751666667,0.1848084594,but,QR,true,"I'm sorry, but country judges do not make decisions on the constitutionality of a law."
1417,e1f51d5a63d88136cc13b59df78d217d,0.6716666667,0.2513457115,if,QR,true,"If we are going to use those studies as our guide, should we not allow young African American men to marry?"
1181,b858f8fe8afdfb75a6219b68bb90f74f,0.6766666667,0.0915441606,but,QR,true,But how is homosexuality wrong?
1383,dd020ddd4204aa95c9b9a45c2273a494,0.6765,0.3116194795,but,QR,true,But certainly heterosexuality is also not a valid reason to give such benefits.
646,66af5c2589e19c2b4df0ca7538e427e9,0.676,0.2747937408,if,QR,false,"If people want to get married, they should do it for non-monetary reasons."
645,661b5507ddbe481e6f3e2e6d248e725f,0.67475,0.324291407,first,P1_P2,false,"Firstly, the debate here isn't about marriage."
1130,b008151f14e1f62c6b487605f731d6ed,0.667,0.1849756741,no_connective,QR,false,There is a far higher rate of HIV in homosexuals men per capita than straights...where records are kept...in the West.
1098,ac06e720f5d1b5c2189de1b5814a9253,0.7306666667,0.2172379648,no_connective,QR,true,*shrugs* The Heterosexual commonity was responsible for AIDS reaching critical mass and becoming an epidemic worldwide.
1176,b743370b2f03efcc08a663a633ae0097,0.6728333333,0.2736672554,if,QR,true,"If you can't determine someones gender, how do you determine if they are homosexual or not?"
1317,cf3b39d6c68d7fabcff0ff7c4f087b2d,0.6728333333,0.1060366289,if,QR,true,"If you were half as ""rational"" as you claim to be, you wouldn't believe in any such thing as morality and you wouldn't be using such strawmen arguments."
929,93963194be183e1e15824f05c464b334,0.6094,0.3486908373,no_connective,QR,false,What would you think if some group (non-veteran) starting trying to demand veteran's benefits for themselves just because they think veterans are no better than they are?
592,5e94a346d68a77c389cd1a5bf31452ca,0.56,0.3547661201,if,QR,true,"If you have an argument you wish to present showing another interpretation of the Constitution, AS WRITTEN, to support your position, then by all means, please do so."
771,7b09d888676372dad5d10f78d7db0e09,0.6705714286,0.2495094234,no_connective,QR,true,"How hilarious how you insist that you can't prove a negative, and then claim you have given proof that it's not genetic."
1051,a4b574fe7f4d693a5e9de24106783d25,0.6705714286,0.2648363376,no_connective,QR,false,"It seems that you feel there are only 2 possible outcomes here: kids being gay and their parents fully accepting it, or kids being gay and thinking their parents hate them or them hating themselves."
598,5f6ac5462b6d841931b84fde9507b093,0.67,0.353921366,but,QR,true,But those who want to engage in same-sex marriage do care.
1175,b734f949b353aca2268e4d786515b39c,0.6698333333,0.2784546043,first,QR,false,"First of all, simply because most major professional health organizations believe homosexuality is not a disorder (Some organizations believe homosexuality can be cured, though most of them are very liberal and believe homosexuality is not curable."
536,5614a8a9383ea6142b4bd99352217b02,0.6674,0.2129924881,if,QR,true,"If what the minority is claiming to be a right isn't really a right to begin with (and so their really seeking a special right), then yes."
90,11267a0a7a2365f3aab60a371f11983e,0.65675,0.1929375979,no_connective,QR,false,You've only shown that discrimination itself can be harmful; you haven't proven anything in terms of whether those who respectfully disagree with you are perpetuating or causing it.
746,770662320ce57b53c7cf93ac8fb13ca3,0.6325,0.4010556902,first,P1_P2,false,First I should mention that civil unions are not intended as the name of same-sex marriage.
754,78a8fde4007bbd67561f1f1ec81e5180,0.6671666667,0.1577611063,no_connective,QR,true,"Fine; it may indeed do 'harm', but then so may ANY case of not broadening marriage to include some given group."
1024,a013d3c9cdbfa0281a63f61888863bfd,0.6681428571,0.2852796456,no_connective,QR,true,The reason society viewed and views gays that way is because of religious indoctrination and lies intentionally spread by hypocrits and bigots.
1160,b4d4fd7fdd3683584f9a0b4fc4e103fc,0.7334,0.080357327,if,QR,false,If you want to protect the sanctity of heterosexual marriage why not a petition for a constitutional ban on divorce except for immorality and/ or a constitutional ban on adultry?
374,3ba916a9d222a85b1c80d6ba51a743e2,0.6662857143,0.2497036339,first,QR,false,"First of all, it is ludricous to ask anyone else to provide credible proof of anything when all you use manuscripts written thousands of years ago."
770,7af562d69fb8ec3fc42e29140d21eccf,0.58075,0.356940121,if,P1_P2,true,Iff gay marriages do not last any longer than christian marriages i see no real problem.
199,215abe7f68b1de3f76586f96fa2793b3,0.6643333333,0.2155557159,no_connective,QR,false,"In the case of a one income heterosexual couple, one spouse enjoys the benefits without paying taxes at all."
174,1e9716f2a08ca5448ee05932d1c2f4c7,0.525,0.2418946051,no_connective,QR,true,"I completely agree, even the founding fathers were very aware of the dangers of religious control over the government."
384,3de92e1b89370e2e448d3dd2cb1f9f2e,0.6632,0.3288277665,first,QR,true,First of all - I don't believe in hell.
448,4806073703b9ea21ff43d82b78faab40,0.6736,0.1892255268,first,QR,true,"First of all, there are extremely few cases of violence perpetrated against that group beyond minor vandalism (and, before anyone leaps, no, I don't condone even those acts)."
942,95084a21916743dea5b8327458f1f885,0.65025,0.065926095,if,QR,true,"If you'll look back, quite a few pro-gay posters mention kids frequently."
863,88a86a2c4c7d894548cd9af434d23ab3,0.662,NA,first,P1_P2,true,"First, let me say: ""SOMEONE UNCLEAR ON THE CONCEPT"" of satire."
1164,b5c4d2b0ce0c734d8eb60533f36ed35f,0.6354,0.3701726624,first,QR,true,"First off, you're wrong about God ""making people gay,"" because it just is flat-out false."
1180,b84b09d6669fd100ab417e43fcf1d4aa,0.6615714286,0.1041070877,first,QR,true,First of all we don't vote on individual laws.
168,1d1d79bc11cd0109f5c2ace868a1081e,0.6614285714,0.2073024016,first,QR,true,"First, I brought up voting in an attempt to determine the morality of same-sex marriage, not the possiblity that the Constitution guarantees same-sex marriage."
981,9a88de64f9da30cf9f74ae629dc9d5dd,0.6048333333,0.2976235318,no_connective,P1_P2,false,The gay community has NOT fought ONLY for marriage benefits.
1178,b814c77c15a22a9622c27af5d98eb8b4,0.60125,0.1466091743,i agree that,QR,true,I agree that higher disease rates are irrelevent to THIS debate.
42,070d7bdf522e919ad7469ba9b6c1e162,0.6318333333,0.2512915125,if,QR,false,"If homosexuality per se does not meet the criteria for a psychiatric disorder, what is it?"
1610,fe72eb9c43a593055b67f92ac02f394b,0.569,0.1823211452,so,QR,true,So what if taxpaying gays and lesbians get the benefits they need?
295,2ed8828ccbf9e40cd908b26ba8d5b595,0.6644,0.2252227786,if,QR,true,"If the legislatures had absolute authority, then we would not have created the judicial branch."
704,71b222faa584dab436074cfdcff9a340,0.6361666667,0.2415909077,no_connective,P1_P2,true,"Just for arguments sake, Why does any community (or union) need governmental recognition to legitimize it?"
1444,e7417816453e5022a36fdcf5c8760742,0.659,0.0551089829,first,P1_P2,true,first off stop making argument's that make you dizzey if you try to read it.
796,7e62ae9cbd621e6c1f2838b04a258bba,0.6588333333,0.372086773,if,P1_P2,false,"If two adults want to make that decision, let em'!"
1012,9e6fca265d99edc64c549d9eaf48f713,0.5865,0.3116156821,but,QR,true,But there is a constitution to protect the rights of the minorities.
826,83063639413ba4c3c1e879e3532c431c,0.6966666667,0.3051272958,if,QR,true,"If any old union will do, why can't that union be marriage?"
1346,d4e92f44e5ed6a8d1c1a8e4f8b020b77,0.476,0.337446292,first,P1_P2,true,"First off, this may come to a shock, but not everyone is Christian."
1213,bde3e93a080a1b7b52c0aa4797bbb278,0.6586666667,0.1944085046,first,QR,false,"First create the situation which paints you as a victim, then call for equality in order to fix the problem you create by playing the poor abused diva."
1163,b5b398764dce4abfe54eaf9ec86ed35a,0.601,0.156952222,if,QR,true,If the priests were not gay why did they not molest little girls?
305,3023a2bd55de6a438c8c2bc708ddf49b,0.6638,0.210371576,if,QR,true,"If I were a Satanist, should I be able to sacrifice a virgin to my dark lord?"
1538,f3e49c973d3949314f974819032d269b,0.6573333333,0.182680778,no_connective,QR,false,It's an emotional bond between two people who choose to share their lives together and who agree to define their relationship as such.
1588,fa74c1c8318214424256eb240e33b1a6,0.65725,0.2533974151,first,QR,true,"First, your comment begs the question that there really is a problem of gays being treated differently by law in the first place and that ""freedom and equality"" is an issue that comes into play regarding homosexual activity."
1559,f68a557bb33f4e1abcc6223b996fb5b4,0.71075,0.0641580081,so,P1_P2,false,"So these numbers indicate a level of relationship instability that is apparently not much different from the gay couples as reported by that website, especially given the fact that gay couples do not have the stabilizing effects of institutionalized marriage."
460,49ed44d83c8d796a0d7db5121f69adcf,0.59,0.3197238392,first,P1_P2,true,"First, I'd like to ask a question, before I get into this issue-- do you all think that heterosexuality is genetic?"
405,4268270c7c55eeead8782988fed7a6f0,0.6558571429,0.1632282947,if,P1_P2,true,if it is just a fad why are you so worried about it you post in a gay rights forum and you are not even gay.
392,3ffa1da13942863a23731433914bb041,0.60825,0.2792446657,first,QR,false,"First you say: ""Of course its a right being denied"", then you say:""I'm not denying anybody their rights ""."
758,7999ebc24bb53e78a2fc14aeb7fa591a,0.6555714286,0.3480099889,if,P1_P2,false,If they want to have a civil union- so be it.
873,8a9efa03c9e2f68fd91da5a86ddbe850,0.63,0.2052340128,so,P1_P2,false,So if the law is going to start extending to behaviors then it will need to be ratified into the constitution.
913,914eb09074da2821f1e7abd717782138,0.6686666667,0.3620722764,first,P1_P2,true,"First of all, pedophilia and bestiality are non-issues simply because they are illegal."
127,160b6c58f03d37610c24d3a2c9950461,0.6548333333,0.2460483015,so,QR,true,So you are saying gay people don't exist?
884,8c9b2f36c4e095b676d4fb2388b15f9c,0.6547142857,0.2072065912,first,P1_P2,false,"First, the amendment is at once too narrow and too broad, identifying persons by a single trait and then denying them the possibility of protection across the board."
699,7140a19827e9b142aa94c137dde1ae57,0.6546,0.1834483579,no_connective,QR,false,(Though it seems to me that specifying what people really MEAN becomes even MORE important if there are issues they want halted.
1069,a6f3fe721580561a1ece448d92d2354b,0.6546,0.3201457481,no_connective,QR,true,There is a separation of church and state.
824,82f0dea909823b540f6de2e1e089146e,0.6642,0.2344113905,so,QR,false,"So now either they're going to have to start making exceptions, or give the ceremony back to the church... and both are going to amount in debates and chaos."
1055,a57c2b30382bc212023f7cd855e8a0bc,0.6535,0.1651795992,so,QR,true,So producing a child is the defining characteristic of a marriage?
1501,ee862852d144263e953e2f3e2e353347,0.6535,0.3487811635,but,QR,true,But the one constant is that it's always been between a man and woman.
937,93f114f7e81dcc050483f31980f4a415,0.653,0.3222440069,but,P1_P2,false,But im not saying that people should be forced to except them i was just wondering why the hell its such a big deal to except them just because they're diffrent...this is america EVERY ONE IS DIFFRENT!!!
1060,a61b532a9ee3f7fc6d7398571e2e577d,0.6525714286,0.2390647452,first,QR,true,First of all you already equate homosexuality as a sin within the first sentence of posting... Please try being a little more detailed next time...
1505,ef4b80ee95fd8f3d56a028ea4f55b164,0.67925,0.3810961165,so,QR,false,"So why wouldn't one encourage monogomous marriages for gay men, or anyone else, including perhaps raising a child?"
80,0e9cae04dc9ecce8de2ee59b124d2afa,0.6522857143,0.2215029829,first,QR,false,"First off, they changed the meaning of a law (in this case the due process clause of the 14th amendment; secondly, they struck down a law that isn't related to the constitution and therefore a judge has no power to say whether it is or is not a good law."
1428,e4b3a43ba2b6658aec212679c706d477,0.6522,0.2635046489,first,P1_P2,false,"First, you say ""there is no reason to hate gay people"", yet in the same paragraph latter say ""it should be looked down upon as society is doing now""."
210,22a6d3ea3ad3deb1a904b7c652ab2190,0.707,0.1727020556,no_connective,QR,false,"They are no more ""making laws"" than the Supreme Court ""made laws"" in striking down segregation."
446,47c28c838e4bb8504ba81d0ae6e3a278,0.6442,0.3447687792,first,P1_P2,false,"First, ""gay pride"" (two sins)."
7,00c2239179b6d5eb04d2c9255da25121,0.6948,0.1897661719,no_connective,QR,true,"Do we ""need"" homosexual marriage?"
